"id","Edad","GENERO","NUMERO_HIJOS","PROFESION","SERVICIO","TIEMPO_PROPIETARIO","KILOMETRAJE_INSTALACION","Edad Licencia","RELACION_ASEGURADO","CILINDRAJE","CIUDAD","Min(Recorrido (Km))","Min(Frenadas (Uni))","Min(Arrancadas (Uni))","Min(Aceleraciones (Uni))","Min(Exceso Velocidad (Min))","Min(Maxima Velocidad (Km/h))","Min(Tiempo Uso (Min))","Min(Uso Zona (Min))","Min(Fuera Zona (Min))","Min(Colision)","Max(Recorrido (Km))","Max(Frenadas (Uni))","Max(Arrancadas (Uni))","Max(Aceleraciones (Uni))","Max(Exceso Velocidad (Min))","Max(Maxima Velocidad (Km/h))","Max(Tiempo Uso (Min))","Max(Uso Zona (Min))","Max(Fuera Zona (Min))","Max(Colision)","Mean(Recorrido (Km))","Mean(Frenadas (Uni))","Mean(Arrancadas (Uni))","Mean(Aceleraciones (Uni))","Mean(Exceso Velocidad (Min))","Mean(Maxima Velocidad (Km/h))","Mean(Tiempo Uso (Min))","Mean(Uso Zona (Min))","Mean(Fuera Zona (Min))","Mean(Colision)","CLASE","MODELO","SINIESTROS_2016","SINIESTROS_2017","SINIESTROS_2018"
"57872529",41.57,1,0,6,0,3,"45,199",1.04,4,1600,1,1,0,0,0,0,0,3,0,0,0,43,1,1,15,4,120.25,60,60,60,1,5.86,0,0,1.34,0.07,5.41,20.55,18.82,1.72,0,0,2008,0,0,0
"37747852",29.96,1,1,10,0,0,"45,661",18.24,1,2000,1,0,0,0,0,0,0,0,0,0,0,67,102,1,12,26,129.5,60,60,58,2,13.43,1.28,0,0.46,2.03,37.19,24.52,17.81,6.71,0.02,0,2005,1,0,0
"56088854",23.32,0,0,7,0,1,"45,787",3.92,1,2000,1,0,0,0,0,0,0,0,0,0,0,121,2,1,0,6,129.5,58,58,55,1,7.16,0.16,0.01,0,0.08,6.1,22.2,20.72,1.48,0,0,2003,1,0,0
"77787188",86.03,1,5,7,0,4,"45,895",75.92,1,1300,1,0,0,0,0,0,0,0,0,0,0,15,32,8,8,1,120.25,50,48,29,1,3.32,2.77,0.98,0.08,0,0.13,17.2,16.78,0.42,0,0,2005,0,0,1
"16341476",28.61,1,0,11,0,2,"46",8.33,2,1400,1,1,0,0,0,0,0,3,0,3,0,28,1,0,0,0,0,58,0,58,0,7.7,0.1,0,0,0,0,23.5,0,23.5,0,0,2006,1,0,0
"55457253",48.34,0,3,5,0,2,"46,152",16.15,1,1600,1,1,0,0,0,0,0,3,0,3,0,28,3,3,8,27,99.9,60,0,60,0,5.84,0.06,0.03,1.28,0.37,3.63,21.39,0,21.39,0,0,2004,0,0,0
"90270582",52.29,1,3,12,0,2,"46,303",0.99,1,1800,1,1,0,0,0,0,0,4,0,0,0,37,1,1,11,1,90.65,60,60,60,0,4.09,0.01,0,1.23,0,0.09,19.66,19.15,0.51,0,0,2007,1,1,0
"7213108",57.22,1,2,3,0,2,"46,966",2.78,1,2500,1,0,0,0,0,0,0,0,0,0,0,58,3,0,12,8,107.3,60,0,60,1,7.45,0,0,1.45,0.11,3.42,20.73,0,20.73,0,0,2006,0,0,0
"99046034",41.93,1,1,3,0,6,"47,166",2.12,3,1200,1,1,0,0,0,0,0,5,0,0,0,32,3,2,2,2,94.35,53,44,53,0,8.75,0.46,0.29,0.13,0.08,3.93,21.58,15.38,6.21,0,0,2003,1,0,0
"38598444",44.42,0,0,3,0,4,"47,502",1.51,1,2500,1,1,0,0,0,0,0,4,4,0,0,15,1,1,5,1,109.15,50,48,3,0,6.03,0.01,0.04,0.27,0.03,2.56,19.5,19.32,0.18,0,0,2007,0,0,0
"54076812",48.77,0,0,19,0,4,"47,543",7.75,1,1000,1,0,0,0,0,0,0,0,0,0,0,69,62,4,5,20,112.85,60,55,59,1,7.71,0.58,0.03,0.32,0.15,1.76,24.84,3.49,21.35,0,0,2003,0,0,0
"38265793",27.54,1,0,3,0,3,"47,707",0.99,4,2000,1,0,0,0,0,0,0,0,0,0,0,40,2,1,71,3,101.75,60,60,56,1,8.52,0.07,0,8.67,0.06,4.82,27.18,21.34,5.84,0.01,0,2004,0,0,0
"78239883",53.1,0,3,18,0,4,"47,728",26.21,1,1000,1,0,0,0,0,0,0,0,0,0,0,48,12,1,19,10,99.9,60,59,60,1,6.25,0.19,0,1.37,0.01,0.26,21.05,16.51,4.53,0,0,2003,0,0,0
"34413875",76.2,1,3,7,0,4,"48,138",58.27,7,2500,1,1,0,0,0,0,0,5,0,5,0,31,9,6,6,1,107.3,60,0,60,1,5.68,0.18,0.07,0.68,0.03,3.01,20.77,0,20.77,0,0,2004,0,0,0
"75099953",29.67,0,0,4,0,3,"48,225",1.04,1,1800,1,0,0,0,0,0,0,0,0,0,0,52,1,1,22,10,118.4,60,59,60,1,6.68,0.03,0,1.99,0.07,3.36,22.35,17.67,4.68,0,0,2007,0,0,0
"38586923",54.6,1,3,10,0,3,"49,715",1.2,1,1600,1,0,0,0,0,0,0,0,0,0,0,57,15,24,10,12,129.5,60,58,52,1,6.32,0.37,0.67,0.36,0.16,6.89,20.27,17.81,2.46,0.01,0,2008,1,1,0
"1676825",44.77,1,1,3,0,1,"49,889",2.82,1,2500,1,0,0,0,0,0,0,0,0,0,0,84,34,2,22,11,129.5,60,58,58,2,7.56,0.26,0.02,0.51,0.37,19.38,19.22,16.16,3.05,0.01,0,2005,0,0,0
"26478544",82.41,0,0,12,0,9,"50,213",10.72,1,2500,1,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,54,54,16,1,2.6,0,0,0.46,0,0,16.63,16.38,0.25,0.01,0,1999,0,0,0
"63736155",50.22,0,1,3,0,3,"50,303",2.75,1,1300,1,1,0,0,0,0,0,3,0,0,0,42,3,7,3,0,0,60,57,56,0,4.44,0.09,1.08,0.2,0,0,17.72,12.9,4.82,0,0,2004,0,0,0
"76520371",44.93,1,2,0,0,4,"50,506",23.76,1,2500,1,0,0,0,0,0,0,0,0,0,0,58,6,1,12,20,127.65,58,47,58,1,8.21,0.22,0,0.48,0.21,8.13,20.37,13.14,7.24,0,0,2006,0,0,0
"11898992",28.35,1,0,4,0,2,"50,665",1.95,1,2500,1,1,0,0,0,0,0,5,0,0,0,36,11,21,2,7,112.85,55,39,43,0,8.55,0.72,3.61,0.15,0.34,13.28,21.2,17.4,3.8,0,0,2007,0,0,1
"78162472",41.98,0,0,7,0,1,"51,218",9.92,1,1600,1,1,0,0,0,0,0,4,0,0,0,40,2,1,4,1,99.9,58,39,53,1,8.78,0.1,0.03,0.12,0.03,3.18,23.77,16.82,6.95,0.02,0,2005,0,0,0
"83912561",48.56,1,1,12,0,3,"51,542",19.66,1,2500,1,1,0,0,0,0,0,5,0,0,0,42,2,0,2,12,103.6,56,36,46,0,7.04,0.19,0,0.17,0.42,16.54,17.29,12.13,5.15,0,0,2006,0,0,1
"52771266",51.2,1,1,21,0,1,"52",31.43,1,1200,1,0,0,0,0,0,0,0,0,0,0,44,3,0,10,2,125.8,60,0,60,1,3.65,0.05,0,0.93,0.02,1.54,15.75,0,15.75,0,0,2003,0,0,0
"83793085",61.46,0,0,3,0,2,"52,014",2.25,1,1400,1,0,0,0,0,0,0,0,0,0,0,27,6,9,10,23,107.3,60,60,23,1,5.59,0.11,0.28,1.2,0.08,3.34,21.04,20.28,0.77,0,0,2005,0,0,0
"50200012",39.92,1,2,19,0,0,"52,511",18.24,2,1200,1,1,0,0,0,0,0,4,0,0,0,43,1,1,4,0,0,58,58,58,0,8.87,0.02,0.02,0.24,0,0,25.71,22.89,2.82,0,0,2003,0,0,0
"51467267",50.04,0,2,10,0,3,"52,595",1.51,1,2500,1,1,0,0,0,0,0,2,0,0,0,41,3,1,37,3,125.8,60,60,56,0,6.06,0.09,0,1.86,0.07,5.8,22.58,21.63,0.95,0,0,2007,0,0,0
"87923745",28.41,1,0,10,0,1,"52,652",1.84,1,2500,5,0,0,0,0,0,0,0,0,0,0,66,34,35,11,25,123.95,59,55,58,2,6.86,2.05,5.16,1.09,0.3,5.67,19.6,15.77,3.83,0.02,0,2006,0,0,0
"57108929",65.16,1,3,18,0,1,"52,675",2.59,1,1800,1,0,0,0,0,0,0,0,0,0,0,85,5,1,12,41,118.4,60,60,60,1,13.37,0.15,0.01,1.36,0.77,12.83,29.19,15.59,13.61,0.01,2,2007,0,0,0
"7868705",36.7,1,0,4,0,1,"52,761",19.69,1,2500,1,0,0,0,0,0,0,0,0,0,0,75,5,1,17,36,112.85,60,60,60,2,9.44,0.03,0,1.11,0.17,4.54,26.22,21.82,4.4,0,0,2006,0,0,0
"41868449",41.52,0,1,19,0,1,"53,156",1.9,1,1400,1,0,0,0,0,0,0,0,0,0,0,41,8,3,11,2,120.25,60,0,60,3,4.05,0.42,0.07,1.11,0.02,1.64,16.06,0,16.06,0.43,0,2006,1,0,0
"4824528",67.4,0,0,7,0,2,"53,665",3.2,5,1800,1,1,0,0,0,0,0,4,0,0,0,69,4,0,39,11,127.65,60,60,60,0,9.64,0.09,0,2.65,0.27,15.12,23.56,15.11,8.45,0,2,2004,0,0,0
"78938561",30.26,1,1,3,0,1,"53,938",2.74,1,2500,1,0,0,0,0,0,0,0,0,0,0,75,8,1,24,35,116.55,60,51,60,1,10.16,0.24,0.02,1.16,0.34,5.98,25.41,5.07,20.34,0.04,2,2006,0,0,0
"41638600",49.87,0,2,3,0,2,"54,218",14.3,1,1400,1,1,0,0,0,0,0,2,0,0,0,45,13,1,0,13,129.5,58,57,46,0,7.92,0.22,0.01,0,0.28,10.75,20.83,17.84,2.99,0,0,2006,0,0,0
"69312840",41.38,0,2,9,0,2,"54,288",6.35,1,2500,2,0,0,0,0,0,0,0,0,0,0,68,2,2,15,42,120.25,60,60,60,1,9.02,0.11,0.01,0.97,0.19,4.09,25.85,13.48,12.37,0,0,2007,2,0,0
"21023024",69.21,1,3,0,0,2,"54,635",5.45,1,2500,1,1,0,0,0,0,0,6,6,0,0,15,1,0,6,0,0,40,40,0,0,4.19,0.09,0,0.5,0,0,15.47,15.47,0,0,0,2004,0,0,0
"31364614",26.53,0,0,3,0,4,"54,879",8.06,1,2500,1,1,0,0,0,0,0,3,0,0,0,44,2,1,7,11,129.5,59,41,59,0,6.18,0.16,0,0.86,0.08,2.3,21.25,2.38,18.87,0,0,2004,0,1,0
"17170026",31.51,1,0,3,0,1,"54,901",1.49,1,2500,1,1,0,0,0,0,0,5,0,0,0,59,1,0,26,7,105.45,60,42,60,0,9.15,0.16,0,0.56,0.13,1.92,21.91,18.02,3.89,0,0,2007,0,1,0
"13711062",34.32,1,0,7,0,2,"55,121",3.74,7,1600,1,1,0,0,0,0,0,5,0,5,0,12,7,0,0,1,103.6,42,0,42,0,3.39,1.35,0,0,0.04,3.41,15.72,0,15.72,0,0,2005,0,0,0
"95520994",58.42,1,2,12,0,5,"55,128",13.27,2,1400,1,1,0,0,0,0,0,3,0,0,0,49,3,1,0,8,129.5,59,57,48,1,6.56,0.14,0,0,0.04,2.47,20.07,18.73,1.35,0,0,2004,0,0,0
"16507799",51.75,1,1,3,0,6,"55,321",33.74,1,1300,1,0,0,0,0,0,0,0,0,0,0,57,4,1,7,21,105.45,60,60,58,1,4.99,0.19,0,0.4,0.15,1.51,19.66,18.43,1.23,0,0,2003,0,0,0
"73391973",32.66,0,0,10,0,0,"55,555",6.22,1,2500,1,1,0,0,0,0,0,7,0,7,0,13,2,0,0,0,0,29,0,29,0,3.62,0.23,0,0,0,0,17.85,0,17.85,0,0,2005,0,0,1
"95482570",52.45,0,1,3,0,2,"56,112",1.84,1,1800,1,1,0,0,0,0,0,5,0,0,0,38,5,0,3,2,101.75,60,60,51,0,7.26,0.77,0,0.19,0.05,3.1,22.77,20.26,2.52,0,0,1995,0,0,0
"8246241",56.28,0,1,4,0,2,"56,324",16.16,1,1600,1,1,0,0,0,0,0,5,0,0,0,66,4,1,13,16,111,60,60,60,0,9.63,0.11,0.01,1.89,0.18,4.91,26.36,16.89,9.47,0,0,2007,0,0,0
"97162913",33.17,0,1,3,0,1,"56,544",1.21,2,1600,1,0,0,0,0,0,0,0,0,0,0,66,118,1,0,24,129.5,60,49,60,2,5.76,2.58,0,0,0.23,4.29,18.07,15.87,2.19,0.07,0,2006,0,0,0
"46571963",42.88,0,2,18,0,1,"56,576",2.24,1,2500,1,0,0,0,0,0,0,0,0,0,0,77,24,1,35,39,125.8,59,48,59,2,9.98,0.38,0.02,1.02,0.97,13.51,22.2,11.95,10.25,0.01,0,2006,0,0,0
"5206293",28.48,1,0,21,0,1,"57,689",3.11,1,1400,1,0,0,0,0,0,0,0,0,0,0,60,4,1,14,14,120.25,60,57,60,2,7.36,0.16,0.01,1.24,0.12,4.44,20.87,19.23,1.64,0.01,0,2002,0,0,0
"16001846",26.08,0,0,12,0,6,"58,017",3.04,4,1000,1,0,0,0,0,0,0,0,0,0,0,45,9,1,13,5,107.3,60,58,60,1,5.79,0.06,0.01,1.48,0.03,1.91,20.16,17.49,2.67,0,0,2002,1,0,0
"34981949",51.29,1,2,10,0,3,"58,687",23.74,2,2500,1,1,0,0,0,0,0,4,0,4,0,68,6,10,2,27,118.4,57,0,57,0,15.45,0.69,2.21,0.13,2.1,20.11,28.9,0,28.9,0,0,2005,0,0,0
"55524348",52.27,1,4,12,0,2,"58,895",35.34,1,2500,1,0,0,0,0,0,0,0,0,0,0,86,10,5,14,22,120.25,60,59,60,1,7.27,0.2,0.02,2.28,0.12,2.55,21.75,19.81,1.95,0.01,0,2007,0,0,0
"14379804",87.67,1,4,2,0,4,"59,382",50.28,1,1400,1,1,0,0,0,0,0,6,0,6,0,33,1,0,9,1,112.85,56,0,56,0,7.02,0.1,0,2.19,0.02,2.69,27.74,0,27.74,0,0,2000,1,1,0
"38562233",31,1,0,10,0,5,"59,506",2.99,1,1600,1,0,0,0,0,0,0,0,0,0,0,68,5,2,21,1,129.5,60,60,60,1,16.36,0.55,0.02,2.25,0.05,5.25,37.32,4.44,32.88,0.01,0,1993,0,0,1
"40942824",42.25,1,1,18,0,2,"59,862",25.42,1,2500,1,1,0,0,0,0,0,7,0,7,0,85,2,0,2,42,127.65,60,0,60,0,11.48,0.22,0,0.24,1.01,11.56,24.09,0,24.09,0,0,2007,0,0,0
"86097244",64.42,0,2,4,0,3,"60",16.15,1,1800,2,0,0,0,0,0,0,0,0,0,0,36,19,4,8,6,122.1,60,60,60,1,4.91,0.56,0.04,0.89,0.03,0.78,19.33,7.7,11.63,0,0,2005,1,0,0
"54340399",32.57,1,1,18,0,4,"60,529",0.74,1,1400,1,1,0,0,0,0,0,3,0,0,0,55,11,1,19,15,118.4,60,60,59,0,5.38,0.07,0,2.16,0.22,8.49,17.45,14.53,2.92,0,0,2007,0,1,0
"71834193",44.67,1,1,3,0,4,"60,763",1.54,1,1600,1,0,0,0,0,0,0,0,0,0,0,34,5,10,8,1,101.75,54,54,36,1,4.03,0.31,0.97,0.32,0.05,4.18,12.84,12.24,0.6,0.01,0,2002,0,1,0
"27685943",54.38,1,3,10,0,2,"60,903",36.36,1,1800,1,0,0,0,0,0,0,0,0,0,0,59,18,5,16,12,122.1,60,60,59,2,6.82,0.99,0.01,1.52,0.08,5.24,21.47,20.21,1.26,0,0,2003,0,0,0
"10350651",33.62,1,0,10,0,3,"60,94",1.5,1,1800,1,1,0,0,0,0,0,2,0,0,0,72,2,0,0,14,111,58,2,58,0,8.55,0.1,0,0,0.1,2.69,22.56,0.01,22.55,0,0,2005,0,1,0
"95166023",50.21,1,1,19,0,5,"60,949",1.47,1,1400,1,1,0,0,0,0,0,3,0,0,0,47,35,13,40,10,129.5,60,23,60,0,8.84,0.59,1.51,0.92,0.21,7.91,21.06,0.05,21.01,0,0,2006,0,0,0
"5115801",51.27,1,3,1,0,1,"61,038",14.9,4,1800,1,1,0,0,0,0,0,5,0,5,0,28,0,0,4,22,94.35,41,0,41,0,4.79,0,0,1.07,1.57,6.74,16.21,0,16.21,0,0,1995,0,0,0
"83062490",55.98,1,2,10,0,3,"62,192",17.9,2,1600,1,0,0,0,0,0,0,0,0,0,0,56,4,1,19,6,129.5,58,58,44,2,10.11,0.13,0,0.73,0.07,4.27,23.72,13.66,10.06,0,0,2005,0,0,0
"34869183",44.04,0,0,18,0,0,"62,63",3.22,1,2000,1,1,0,0,0,0,0,4,0,4,0,35,1,1,10,2,94.35,60,0,60,0,9.6,0.12,0.01,0.75,0.01,0.37,30.88,0,30.88,0,0,2003,0,0,0
"86160113",55.79,1,1,10,0,4,"63,035",37.04,1,1000,1,0,0,0,0,0,0,0,0,0,0,43,10,2,21,6,112.85,60,60,60,2,13.83,0.48,0.01,2.3,0.06,3.37,41.26,35.42,5.84,0,0,2004,0,0,0
"78600298",56.02,1,2,3,0,2,"63,298",2.25,1,2200,1,1,0,0,0,0,0,4,0,0,0,94,24,1,0,39,129.5,60,58,60,1,12.44,0.41,0,0,0.78,15.63,25.36,13.05,12.31,0,0,2004,0,0,0
"54829491",45.53,0,2,3,0,0,"63,736",29.33,1,1600,1,1,0,0,0,0,0,5,0,5,0,13,0,0,6,0,0,51,0,51,0,4.96,0,0,1,0,0,21.43,0,21.43,0,0,2003,0,0,0
"14903917",56.58,0,1,21,0,2,"64,199",26.42,1,1600,1,1,0,0,0,0,0,3,0,0,0,72,14,4,10,23,122.1,60,58,60,0,8.85,0.61,0.04,0.99,0.12,2.99,27.13,2.04,25.09,0,0,2004,0,0,0
"70152429",39.52,1,1,4,0,2,"64,259",2.12,1,2500,1,0,0,0,0,0,0,0,0,0,0,70,2,0,14,30,111,60,60,60,1,10.05,0.04,0,1.99,1.63,28.55,23.45,17.64,5.82,0,0,2003,0,0,0
"28028375",41,0,0,9,0,1,"64,521",30.98,1,2500,1,0,0,0,0,0,0,0,0,0,0,68,12,17,12,33,129.5,60,58,60,1,6.79,0.74,0.99,0.28,0.14,2.83,22.84,21.14,1.69,0,0,2004,0,0,0
"17274166",51.56,1,0,3,0,4,"64,587",7.47,1,2500,1,1,0,0,0,0,0,4,0,0,0,71,4,6,15,14,125.8,60,60,60,1,7.46,0.02,0.01,1.12,0.11,2.66,22.85,21.04,1.81,0,0,2005,0,0,0
"39406475",49.48,0,2,7,0,3,"64,605",2.2,1,1400,1,0,0,0,0,0,0,0,0,0,0,40,2,2,19,3,123.95,60,60,59,1,7.59,0.04,0.01,2.04,0.05,3.48,23.84,20.44,3.4,0,0,2006,1,1,0
"59009494",59.68,0,2,12,0,2,"65,12",3.07,1,1000,1,1,0,0,0,0,0,4,0,0,0,61,27,2,12,1,109.15,60,59,60,1,7.28,0.86,0.01,1.57,0.02,2.34,21.8,16.1,5.7,0,0,2002,0,1,0
"17696169",60.66,0,3,7,0,6,"65,154",39.23,1,1300,1,0,0,0,0,0,0,0,0,0,0,37,0,1,4,0,0,59,53,49,1,5.46,0,0.01,0.73,0,0,21.48,18.69,2.79,0.01,0,2002,0,0,0
"49117433",36.43,0,0,3,0,3,"65,406",17.43,1,1200,1,1,0,0,0,0,0,3,0,0,0,77,27,15,17,36,129.5,59,9,59,1,7.12,1.4,2,0.15,0.46,7.53,21.3,0.04,21.26,0,0,2006,0,0,0
"63273761",36.47,1,0,10,0,1,"65,459",0.95,1,1800,1,0,0,0,0,0,0,0,0,0,0,90,10,1,77,22,129.5,60,60,60,1,10.51,0.15,0.01,2.66,0.29,19.47,26.74,21.79,4.95,0,0,2006,0,1,1
"51819385",55.97,0,1,4,0,3,"65,67",27.95,1,2500,1,1,0,0,0,0,0,6,6,0,0,16,3,0,5,0,0,48,48,31,0,5.45,0.24,0,0.93,0,0,20.58,19.6,0.98,0,0,2004,1,0,0
"2597000",48.76,0,1,7,0,2,"66",5.49,1,1000,1,0,0,0,0,0,0,0,0,0,0,73,5,1,30,6,125.8,60,57,60,2,7.17,0.3,0.02,1.94,0.05,2.82,22.93,5.6,17.33,0.01,0,2002,0,0,1
"91865953",57.61,0,3,3,0,4,"66,389",1.12,1,1400,1,1,0,0,0,0,0,5,0,0,0,37,2,0,2,10,129.5,58,43,58,1,11.61,0.29,0,0.25,0.68,24.96,23.12,9.85,13.27,0.02,0,2006,0,0,0
"69179285",54.97,1,2,3,0,3,"66,599",32.38,1,2500,1,0,0,0,0,0,0,0,0,0,0,32,9,1,0,6,125.8,58,58,45,1,10.38,0.78,0,0,0.04,2.19,24.92,18,6.92,0.01,0,2006,2,0,0
"7857047",54.52,1,1,10,0,1,"66,849",0.93,1,2500,1,1,0,0,0,0,0,3,0,0,0,61,4,1,19,12,123.95,60,60,60,0,5.85,0.08,0.02,1.31,0.07,3.92,21.71,20.6,1.11,0,0,2007,0,0,0
"53628078",21.04,1,0,3,0,2,"66,898",1.2,1,1600,1,1,0,0,0,0,0,2,0,0,0,62,62,13,24,12,129.5,60,58,48,1,10.13,1.32,1.78,1.13,0.81,45.43,21.28,17.28,4,0,0,2008,0,0,0
"23513805",49.71,1,1,3,0,1,"67,556",2.93,4,1600,1,0,0,0,0,0,0,0,0,0,0,69,2,0,17,27,129.5,60,60,60,1,8.12,0.01,0,1.82,0.58,26.25,23.41,15.94,7.47,0,0,2004,0,1,0
"56966631",31.91,1,0,10,0,1,"67,627",5.33,1,1800,1,0,0,0,0,0,0,0,0,0,0,70,11,1,6,19,129.5,60,58,59,2,9.81,0.24,0,0.05,0.56,20.3,24.76,17.31,7.45,0.01,0,2003,0,0,0
"52926051",42.95,0,1,20,0,4,"67,665",1.51,1,1200,1,1,0,0,0,0,0,6,0,0,0,42,1,0,7,1,103.6,59,57,50,0,8.58,0.07,0,1.07,0.05,5.38,26.05,20.02,6.04,0,0,2006,0,0,0
"30966635",33.82,1,0,15,0,4,"68,056",1.18,1,1400,1,0,0,0,0,0,0,0,0,0,0,48,26,2,6,6,125.8,58,58,58,2,5.84,0.31,0.03,0.15,0.07,5.37,18.49,16.26,2.23,0.01,0,2005,0,1,0
"55237061",59.87,1,0,0,0,2,"68,066",2.33,1,1800,1,0,0,0,0,0,0,0,0,0,0,30,0,0,7,0,0,57,56,46,1,5.26,0,0,1.19,0,0,19.87,18.95,0.92,0,0,2001,0,0,0
"29272579",30.22,0,0,6,0,2,"68,152",2.25,1,2500,1,0,0,0,0,0,0,0,0,0,0,37,16,31,9,1,107.3,60,60,47,1,6.22,0.68,4.31,1.49,0.01,1.41,22.33,20.1,2.23,0,0,2006,0,0,0
"24906877",29.26,0,0,12,0,3,"68,171",1.04,1,1600,1,1,0,0,0,0,0,10,0,0,0,30,2,0,6,2,99.9,59,59,39,0,6.38,0.58,0,1.65,0.08,3.84,25.92,17.85,8.08,0,0,2004,0,0,0
"26354671",28.95,1,0,3,0,5,"68,179",2.79,4,1800,1,1,0,0,0,0,0,2,0,0,0,36,17,12,0,3,129.5,60,58,50,0,6.34,0.32,1.1,0,0.03,3.2,19.24,17.16,2.08,0,0,2003,0,0,0
"27531301",43.26,1,0,10,0,4,"68,54",19,1,1800,1,0,0,0,0,0,0,0,0,0,0,82,6,1,7,20,129.5,60,58,58,1,13.9,0.29,0,0.18,0.99,38.29,26.7,12.73,13.97,0,0,2004,0,0,0
"1895823",76.33,1,4,3,0,3,"68,706",22.95,1,1000,1,1,0,0,0,0,0,6,0,6,0,57,10,1,6,8,105.45,60,0,60,0,9.98,0.65,0.01,0.61,0.23,4.85,29.07,0,29.07,0,0,2002,0,0,0
"78598705",52.76,0,3,18,0,6,"68,754",2.26,1,1400,1,1,0,0,0,0,0,4,0,0,0,50,2,0,0,1,96.2,59,42,59,0,8.97,0.11,0,0,0.04,3.93,21.84,14.45,7.38,0,0,2003,0,0,0
"40450705",53.92,1,4,2,0,4,"68,819",29.5,1,2500,1,0,0,0,0,0,0,0,0,0,0,44,28,3,21,12,127.65,60,60,57,1,8.37,0.79,0.01,1.27,0.13,6.95,26.6,20.85,5.75,0,2,2005,0,0,0
"50943442",50.56,0,0,15,0,5,"68,952",23.42,1,2500,1,1,0,0,0,0,0,5,5,0,0,14,2,8,2,0,0,40,40,0,0,4.16,0.32,1.44,0.36,0,0,15.12,15.12,0,0,0,2003,0,0,0
"67771146",45.21,1,0,0,0,1,"69,156",18.22,1,2700,1,0,0,0,0,0,0,0,0,0,0,45,3,0,4,0,0,59,53,59,1,14.47,0.76,0,0.44,0,0,34.91,12.04,22.87,0.02,2,2005,0,0,0
"92750354",49.27,1,0,10,0,1,"69,408",7.7,1,1600,1,0,0,0,0,0,0,0,0,0,0,39,33,2,0,8,109.15,60,60,60,2,7.26,4.1,0.02,0,0.22,22.17,20.16,19.61,0.55,0.17,0,2003,1,0,0
"19161829",54.58,1,2,0,0,2,"69,673",2.26,1,2500,1,1,0,0,0,0,0,4,0,0,0,31,3,0,4,1,98.05,58,47,52,0,7.91,0.72,0,0.26,0.09,8.87,24.81,18.23,6.58,0,2,2006,0,0,0
"89683202",55.35,1,2,4,0,3,"70,614",32.39,1,2500,1,1,0,0,0,0,0,3,2,0,0,18,3,1,8,2,98.05,50,48,22,0,7.03,0.29,0.01,0.28,0.1,8,19.47,17.82,1.65,0,0,2007,1,0,0
"53148351",40.21,0,1,7,0,1,"71,125",4.7,1,1400,1,0,0,0,0,0,0,0,0,0,0,61,10,11,9,21,103.6,60,60,60,1,8.4,0.52,0.63,0.77,0.15,3.27,26.87,20.71,6.15,0,0,2001,0,0,0
"5057491",23.35,1,0,14,0,3,"71,178",2.22,4,2500,1,1,0,0,0,0,0,3,0,0,0,75,7,1,47,24,129.5,60,60,60,1,7.34,0.1,0.01,1.98,0.18,4.44,24.27,22.17,2.1,0,0,2006,0,0,0
"12654037",65.26,0,2,18,0,3,"71,258",1.65,1,1400,5,1,0,0,0,0,0,8,8,0,0,19,11,5,4,0,0,60,60,1,0,4.02,1.14,1.71,0.9,0,0,20.71,20.69,0.02,0,0,1997,0,0,0
"38938760",41.86,1,1,15,0,5,"71,933",21.42,2,1400,1,0,0,0,0,0,0,0,0,0,0,46,2,5,18,14,114.7,60,13,60,1,7.9,0.05,0.02,2.35,0.31,19.94,22.27,0.02,22.25,0,0,2001,0,0,0
